date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2018-07-20,2409,106年,0,0,,0,0,0,0,1.5,0,2018-07-12,2018-08-17,0,0,0,0,0,0,2018-06-26,17:21:53
2019-07-19,2409,107年,0,0,,0,0,0,0,0.5,0,2019-07-11,2019-08-16,0,0,0,0,0,9624245115,2019-06-25,17:37:26
2021-07-02,2409,109年,0,0,,0,0,0,0,0.3,0,2021-06-24,2021-07-30,0,0,0,0,0,9503222815,2021-06-08,09:52:34
2022-07-10,2409,110年,0,0,,0,0,0,0,1,0,2022-07-04,2022-08-05,0,0,0,0,0,9575823815,2022-06-20,10:28:09
2023-08-18,2409,111年,0,0,,0,0,0,0,0,0.8,2023-08-10,2023-08-31,0,0,0,0,0,7667880972,2023-07-26,14:57:04
2010-08-18,2880,98年,0.549999999,0,2010-08-12,0,0,0,0,0.2,0,2010-08-12,,6156625,0,0,0,61566252,0,2010-07-29,10:41:26
2011-08-17,2880,99年,0.6,0,2011-08-11,0,0,0,0,0.3,0,2011-08-11,,5473184,0,0,0,54731840,0,2011-07-27,14:44:58
2011-11-13,2880,100年,0,0,2011-11-07,0,0,0,0,0,0,,,0,1200000000,12.83,16.67,54731840,0,2011-10-31,16:41:09
2012-08-21,2880,100年,0.5,0,2012-08-15,0,0,0,0,0.5,0,2012-08-15,,6411744,0,0,0,76897867,0,2012-07-31,17:12:54
2013-08-21,2880,101年,0.5,0,2013-08-15,0,0,0,0,0.5,0,2013-08-15,,6387124,0,0,0,79839048,0,2013-07-30,16:12:53
2014-08-22,2880,102年,0.3,0,2014-08-14,0,0,0,0,0.7,0,2014-08-14,2014-09-05,7382335,0,0,0,90460926,0,2014-07-29,15:56:35
2015-08-21,2880,103年,0.62,0,2015-08-13,0,0,0,0,0.62,0,2015-08-13,2015-09-04,11647673,0,0,0,118178502,0,2015-07-29,09:29:50
2016-08-25,2880,104年,0.62,0,2016-08-18,0,0,0,0,0.63,0,2016-08-18,2016-09-09,0,0,0,0,0,0,2016-07-29,10:50:43
2017-08-25,2880,105年,0.5,0,2017-08-17,0,0,0,0,0.7,0,2017-08-17,2017-09-15,0,0,0,0,0,0,2017-08-02,15:13:19
2018-08-24,2880,106年,0.45,0,2018-08-16,0,0,0,0,0.5,0,2018-08-16,2018-09-14,0,0,0,0,0,0,2018-07-31,15:28:34
2019-08-23,2880,107年,0.545,0,2019-08-15,0,0,0,0,0.545,0,2019-08-15,2019-09-12,0,0,0,0,0,11543613256,2019-07-30,09:46:54
2020-08-21,2880,108年,0.5603,0,2020-08-13,0,0,0,0,0.5603,0,2020-08-13,2020-09-11,0,0,0,0,0,12172740178,2020-07-29,10:04:35
2021-09-24,2880,109年,0.264,0,2021-09-16,0,0,0,0,0.265,0,2021-09-16,2021-10-08,0,0,0,0,0,12854778810,2021-08-27,17:54:00
2022-08-19,2880,110年,0.34,0,2022-08-11,0,0,0,0,0.78,0,2022-08-11,2022-09-08,0,0,0,0,0,13194144970,2022-07-26,16:46:07
2023-08-25,2880,111年,0,0,,0,0,0,0,0.59,0,2023-08-17,2023-09-08,0,0,0,0,0,13642745898,2023-08-02,09:09:07
2010-07-20,2308,98年,0,0,,0,0,0,0,4.19902898,0,2010-07-14,,2156670465,0,0,0,16700000,0,2010-06-29,14:55:35
2011-08-01,2308,99年,0,0,,0,0,0,0,5.19546489,0,2011-07-26,,2914389805,0,0,0,16700000,0,2011-07-07,18:22:24
2012-07-25,2308,100年,0,0,,0,0,0,0,3.49448218,0,2012-07-19,,1536340278,0,0,0,16700000,0,2012-07-02,16:40:38
2013-07-14,2308,101年,0,0,,0,0,0,0,5.29101501,0,2013-07-08,,2047925270,0,0,0,30400000,0,2013-06-21,14:30:22
2014-07-10,2308,102年,0,0,,0,0,0,0,5.8,0,2014-07-03,,2492438453,0,0,0,30400000,0,2014-06-18,15:58:46
2015-07-06,2308,103年,0,0,,0,0,0,0,6.7,0,2015-06-30,2015-07-24,2893927829,0,0,0,32900000,0,2015-06-12,17:26:39
2015-11-22,2308,104年,0,0,2015-11-16,0,0,0,0,0,0,,,0,160000000,5.25,150,32900000,0,2015-11-09,17:01:22
2016-07-13,2308,104年,0,0,,0,0,0,0,5,0,2016-07-07,2016-07-29,0,0,0,0,0,0,2016-06-17,14:55:06
2017-07-09,2308,105年,0,0,,0,0,0,0,5,0,2017-07-03,2017-07-28,0,0,0,0,0,0,2017-06-14,16:48:16
2018-07-08,2308,106年,0,0,,0,0,0,0,5,0,2018-07-02,2018-07-27,0,0,0,0,0,0,2018-06-15,10:40:31
2019-07-08,2308,107年,0,0,,0,0,0,0,5,0,2019-07-02,2019-07-26,0,0,0,0,0,2597543329,2019-06-18,11:28:05
2020-07-08,2308,108年,0,0,,0,0,0,0,5,0,2020-07-02,2020-07-29,0,0,0,0,0,2597543329,2020-06-17,18:33:36
2021-07-26,2308,109年,0,0,,0,0,0,0,5.5,0,2021-07-20,2021-08-12,0,0,0,0,0,2597543329,2021-07-06,18:00:35
2022-07-05,2308,110年,0,0,,0,0,0,0,5.5,0,2022-06-29,2022-07-28,0,0,0,0,0,2597543329,2022-06-16,10:53:28
2023-07-08,2308,111年,0,0,,0,0,0,0,9.84,0,2023-06-30,2023-07-28,0,0,0,0,0,2597543329,2023-06-15,11:10:50
2010-07-19,1303,99年,0,0,,0,0,0,0,1.9,0,2010-07-13,,34375000,0,0,0,27232000,0,2010-06-23,15:58:51
2011-07-19,1303,100年,0,0,,0,0,0,0,4.7,0,2011-07-13,,97945043,0,0,0,0,0,2011-06-28,18:57:44
2012-07-17,1303,101年,0,0,,0,0,0,0,2.1,0,2012-07-11,,39829922,0,0,0,0,0,2012-06-22,18:13:50
2013-08-13,1303,101年,0.1,0,2013-08-07,0,0,0,0,0.3,0,2013-08-07,,13643958,0,0,0,0,0,2013-07-22,17:42:46
2014-07-15,1303,102年,0,0,,0,0,0,0,1.9,0,2014-07-09,,16916982,0,0,0,0,0,2014-06-24,11:35:46
2015-07-17,1303,103年,0,0,,0,0,0,0,2.3,0,2015-07-09,2015-08-05,38442214,0,0,0,0,0,2015-06-25,14:32:56
2016-07-25,1303,104年,0,0,,0,0,0,0,3.3,0,2016-07-19,2016-08-17,0,0,0,0,0,0,2016-06-30,17:48:36
2017-07-24,1303,105年,0,0,,0,0,0,0,4.5,0,2017-07-18,2017-08-11,0,0,0,0,0,0,2017-06-28,16:04:02
2018-07-16,1303,106年,0,0,,0,0,0,0,5.1,0,2018-07-10,2018-08-03,0,0,0,0,0,0,2018-06-25,17:33:17
2019-07-09,1303,107年,0,0,,0,0,0,0,5,0,2019-07-03,2019-08-06,0,0,0,0,0,7930821589,2019-06-18,16:35:06
2020-07-13,1303,108年,0,0,,0,0,0,0,2.2,0,2020-07-07,2020-08-05,0,0,0,0,0,7930821589,2020-06-18,16:35:47
2021-08-03,1303,109年,0,0,,0,0,0,0,2.4,0,2021-07-28,2021-08-25,0,0,0,0,0,7930821589,2021-07-12,17:34:07
2022-07-12,1303,110年,0,0,,0,0,0,0,7.5,0,2022-07-06,2022-08-09,0,0,0,0,0,7930821589,2022-06-17,17:36:05
2023-07-05,1303,111年,0,0,,0,0,0,0,3,0,2023-06-29,2023-07-28,0,0,0,0,0,7930821589,2023-06-09,11:35:39
2010-08-31,1402,98年,0.2,0,2010-08-25,0,0,0,0,1.3,0,2010-08-25,,300732445,0,0,0,225549334,0,2010-08-10,14:56:04
2011-08-31,1402,99年,0.3,0,2011-08-25,0,0,0,0,2,0,2011-08-25,,470345544,0,0,0,352759158,0,2011-08-10,17:55:57
2012-08-28,1402,100年,0.3,0,2012-08-22,0,0,0,0,1.7,0,2012-08-22,,421266009,0,0,0,315949507,0,2012-08-07,16:07:08
2013-09-02,1402,101年,0.2,0,2013-08-27,0,0,0,0,1.3,0,2013-08-27,,325427992,0,0,0,244070994,0,2013-08-13,11:31:34
2014-09-04,1402,102年,0,0.2,2014-08-28,0,0,0,0,1.3,0,2014-08-28,2014-09-26,287678345,0,0,0,215758759,0,2014-08-11,11:47:05
2015-08-05,1402,103年,0,0.2,2015-07-30,0,0,0,0,1.2,0,2015-07-30,2015-08-28,270860227,0,0,0,203145170,0,2015-07-15,17:31:50
2016-07-22,1402,104年,0,0,,0,0,0,0,1,0,2016-07-14,2016-08-12,0,0,0,0,0,0,2016-06-30,17:31:37
2017-07-28,1402,105年,0,0,,0,0,0,0,0.8,0,2017-07-20,2017-08-18,0,0,0,0,0,0,2017-07-05,17:53:48
2018-07-27,1402,106年,0,0,,0,0,0,0,1.2,0,2018-07-19,2018-08-17,0,0,0,0,0,0,2018-07-04,18:06:48
2019-07-27,1402,107年,0,0,,0,0,0,0,1.8,0,2019-07-19,2019-08-16,0,0,0,0,0,5352875227,2019-07-04,16:42:37
2020-08-02,1402,108年,0,0,,0,0,0,0,1.5,0,2020-07-27,2020-08-20,0,0,0,0,0,5352875227,2020-07-01,14:47:02
2021-08-07,1402,109年,0,0,,0,0,0,0,1.35,0,2021-07-30,2021-08-26,0,0,0,0,0,5352875227,2021-07-14,17:30:34
2022-08-03,1402,110年,0,0,,0,0,0,0,1.5,0,2022-07-28,2022-08-24,0,0,0,0,0,5352875227,2022-07-01,18:03:10
2023-07-23,1402,111年,0,0,,0,0,0,0,1.35,0,2023-07-17,2023-08-11,0,0,0,0,0,5352875227,2023-06-30,16:22:58
2011-07-19,3703,99年,0,0,,0,0,0,0,0.6,0,2011-07-13,,0,0,0,0,0,0,2011-06-28,09:40:33
2012-06-29,3703,100年,0,0,,0,0,0,0,0.5,0,2012-06-21,,2124137,0,0,0,2124137,0,2012-06-07,10:05:46
2013-08-19,3703,101年,0,0,,0,0,0,0,0.5,0,2013-08-13,,2124137,0,0,0,2124137,0,2013-07-26,09:57:14
2014-08-22,3703,102年,0.5,0,2014-08-14,0,0,0,0,0.5,0,2014-08-14,2014-10-01,4248273,0,0,0,4248273,0,2014-07-29,11:48:13
2016-08-15,3703,104年,0,0,,0,0,0,0,0.5,0,2016-08-09,2016-08-31,0,0,0,0,0,0,2016-07-05,09:37:10
2017-08-07,3703,105年,0,0,,0,0,0,0,0.5,0,2017-08-01,2017-08-24,0,0,0,0,0,0,2017-07-05,15:47:54
2018-08-10,3703,106年,0,0,,0,0,0,0,0.6,0,2018-08-02,2018-08-31,0,0,0,0,0,0,2018-06-29,17:05:12
2019-08-09,3703,107年,0,0,,0,0,0,0,0.9,0,2019-08-01,2019-08-30,0,0,0,0,0,823215980,2019-07-11,17:43:45
2020-08-10,3703,108年,0,0,,0,0,0,0,0.5,0,2020-08-04,2020-08-31,0,0,0,0,0,823215980,2020-07-08,09:50:56
2021-07-09,3703,109年,0,0,,0,0,0,0,1.4,0,2021-07-01,2021-07-30,0,0,0,0,0,823215980,2021-06-15,16:49:35
2022-07-08,3703,110年,0,0,,0,0,0,0,1.68,0,2022-06-30,2022-07-29,0,0,0,0,0,823215980,2022-06-15,14:56:25
2023-07-08,3703,111年,0,0,,0,0,0,0,2.5,0,2023-06-30,2023-07-31,0,0,0,0,0,823215980,2023-06-08,17:46:13
2010-08-14,3008,98年,0,0,,0,0,0,0,10,0,2010-08-06,,450082510,0,0,0,22504128,0,2010-07-22,15:22:48
2011-08-11,3008,99年,0,0,,0,0,0,0,13.5,0,2011-08-04,,728117237,0,0,0,36405862,0,2011-07-14,08:57:03
2012-08-15,3008,100年,0,0,,0,0,0,0,17,0,2012-08-09,,936732091,0,0,0,70254905,0,2012-07-23,09:22:08
2013-08-31,3008,101年,0,0,,0,0,0,0,17,0,2013-08-23,,1002595981,0,0,0,75194699,0,2013-08-05,14:43:50
2014-08-27,3008,102年,0,0,,0,0,0,0,28.5,0,2014-08-21,2014-09-11,1732011113,0,0,0,129900832,0,2014-07-29,14:36:56
2015-08-23,3008,103年,0,0,,0,0,0,0,51,0,2015-08-17,2015-09-10,3501692241,0,0,0,262626915,0,2015-07-30,16:19:59
2016-08-24,3008,104年,0,0,,0,0,0,0,63.5,0,2016-08-18,2016-09-08,0,0,0,0,0,0,2016-08-01,15:48:16
2017-08-23,3008,105年,0,0,,0,0,0,0,63.5,0,2017-08-17,2017-09-06,0,0,0,0,0,0,2017-08-01,14:53:34
2018-08-22,3008,106年,0,0,,0,0,0,0,72.5,0,2018-08-16,2018-09-05,0,0,0,0,0,0,2018-07-30,15:51:32
2019-08-12,3008,107年,0,0,,0,0,0,0,68,0,2019-08-06,2019-09-04,0,0,0,0,0,134140197,2019-07-22,15:44:40
2020-08-17,3008,108年,0,0,,0,0,0,0,79,0,2020-08-11,2020-09-03,0,0,0,0,0,134140197,2020-07-28,11:13:11
2021-08-16,3008,109年,0,0,,0,0,0,0,91.5,0,2021-08-10,2021-09-03,0,0,0,0,0,134140197,2021-07-27,17:16:12
2022-01-18,3008,110年前半年度,0,0,,0,0,0,0,31.15608212,0,2022-01-12,2022-02-10,0,0,0,0,0,133468197,2021-12-28,11:27:49
2022-03-21,3008,110年後半年度,0,0,,0,0,0,0,39,0,2022-03-15,2022-04-15,0,0,0,0,0,133468197,2022-02-25,15:30:39
2022-08-25,3008,111年前半年度,0,0,,0,0,0,0,39.5,0,2022-08-18,2022-09-15,0,0,0,0,0,133468197,2022-07-25,15:49:24
2023-03-24,3008,111年後半年度,0,0,,0,0,0,0,46,0,2023-03-16,2023-04-14,0,0,0,0,0,133468197,2023-02-20,16:48:06
2023-08-24,3008,112年前半年度,0,0,,0,0,0,0,26.5,0,2023-08-17,2023-09-14,0,0,0,0,0,133468197,2023-07-24,16:35:38
2011-08-29,2618,99年,0,0,,0,0,0,0,1,0,2011-08-23,,100000000,0,0,0,53000000,0,2011-08-08,17:59:34
2011-09-20,2618,99年,1,0,2011-09-14,0,0,0,0,0,0,,,0,0,0,0,53000000,0,2011-08-30,09:47:04
2014-12-17,2618,103年,0,0,2014-12-11,0,0,0,0,0,0,,,0,600000000,14.73,17,0,0,2014-12-05,11:22:18
2016-08-30,2618,104年,0.5,0,2016-08-24,0,0,0,0,0.3,0,2016-08-24,2016-09-20,0,0,0,0,0,0,2016-08-10,10:28:44
2017-09-04,2618,105年,0.3,0,2017-08-29,0,0,0,0,0.2,0,2017-08-29,2017-09-26,0,0,0,0,0,0,2017-08-11,14:35:58
2018-09-17,2618,106年,0.5,0,2018-09-11,0,0,0,0,0.2,0,2018-09-11,2018-10-09,0,0,0,0,0,0,2018-08-27,09:35:05
2018-12-11,2618,107年,0,0,2018-12-05,0,0,0,0,0,0,,,0,300000000,5.48,13,0,0,2018-11-29,09:22:38
2019-09-13,2618,107年,0.29836678,0,2019-09-05,0,0,0,0,0.49727797,0,2019-09-05,2019-10-07,0,0,0,0,0,4712950694,2019-08-20,18:08:02
2020-09-11,2618,108年,0,0,,0,0,0,0,0.25,0,2020-09-03,2020-10-06,0,0,0,0,0,4853569490,2020-08-19,17:08:25
2021-09-15,2618,不適用,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,5138538667,2021-08-25,17:46:58
2022-08-12,2618,110年,0,0,,0,0,0,0,0.5916945,0,2022-08-04,2022-09-07,0,0,0,0,0,5346225996,2022-07-19,16:28:55
2023-07-22,2618,111年,0,0,,0,0,0,0,0.79907052,0,2023-07-14,2023-08-18,0,0,0,0,0,5369125446,2023-06-28,17:21:28
2011-09-28,2609,99年,1,0,2011-09-22,0,0,0,0,1.25,0,2011-09-22,,156885703,0,0,0,0,0,2011-09-02,14:56:16
2017-10-06,2609,106年,0,0,2017-09-29,0,0,0,0,0,0,,,0,500000000,25.55,12,0,0,2017-09-22,16:55:51
2022-07-03,2609,110年,0,0,,0,0,0,0,20,0,2022-06-27,2022-07-29,0,0,0,0,0,3492104270,2022-06-09,17:30:54
2023-07-10,2609,111年,0,0,,0,0,0,0,20,0,2023-07-04,2023-08-03,0,0,0,0,0,3492104270,2023-06-13,14:35:38
2010-07-11,2887,98年,0,0,,0,0,0,0,0,0,,,588741,0,0,0,117748129,0,2010-06-21,10:29:44
2010-08-18,2887,98年,1.1,0,2010-08-12,0,0,0,0,0,0,,,0,0,0,0,117748129,0,2010-07-27,17:23:15
2011-08-06,2887,99年,0.7,0,2011-07-29,0,0,0,0,0.23,0,2011-07-29,,551580,0,0,0,110315910,0,2011-07-15,14:09:02
2012-07-25,2887,100年,0,0,,0,0,0,0,0,0,,,0,0,0,0,70536523,0,2012-07-04,09:06:21
2012-08-12,2887,100年,0.8954873788,0,2012-08-06,0,0,0,0,0.22387184,0,2012-08-06,,705365,0,0,0,70536523,0,2012-07-20,18:11:43
2013-08-18,2887,101年,0.8909027479,0,2013-08-12,0,0,0,0,0.22272568,0,2013-08-12,,767471,0,0,0,76747088,0,2013-07-26,10:18:05
2014-02-25,2887,102年,0,0,2014-02-19,0,0,0,0,0,0,,,0,500000000,4.85,12,114698322,0,2014-02-12,09:30:16
2014-08-25,2887,102年,0.9933352716,0,2014-08-19,0,0,0,0,0.42575295,0,2014-08-19,2014-09-05,1146983,0,0,0,114698322,0,2014-08-05,18:43:38
2015-07-19,2887,103年,0,0,,0,0,0,0,0.0508367,0.0491633,2015-07-13,2015-07-31,45031,0,0,0,4503147,0,2015-06-26,18:12:28
2016-08-30,2887,104年,0.7236247824,0,2016-08-24,0,0,0,0,0.48241645,0,2016-08-24,2016-09-14,0,0,0,0,0,0,2016-08-09,16:20:56
2016-11-29,2887,105年,0,0,2016-11-23,0,0,0,0,0,0,,,0,500000000,3.8,0,0,0,2016-11-08,17:49:29
2017-07-17,2887,105年,0,0,,0,0,0,0,0,0,,2017-07-28,0,0,0,0,0,0,2017-06-26,17:39:11
2017-08-22,2887,105年,0.4296675837,0,2017-08-16,0,0,0,0,0.52514935,0,2017-08-16,2017-09-07,0,0,0,0,0,0,2017-07-31,15:23:18
2018-07-10,2887,106年,0,0,,0,0,0,0,0,0,,2018-07-20,0,0,0,0,0,0,2018-06-15,16:16:18
2018-08-28,2887,106年,0.4433793272,0,2018-08-22,0,0,0,0,0.54190797,0,2018-08-22,2018-09-14,0,0,0,0,0,0,2018-08-07,17:03:52
2018-10-16,2887,107年,0,0,2018-10-09,0,0,0,0,0,0,,,0,300000000,2.02,50,0,0,2018-10-02,18:09:57
2019-07-15,2887,107年,0,0,,0,0,0,0,0,0,,2019-07-25,0,0,0,0,0,10438356070,2019-06-24,17:57:00
2019-08-18,2887,107年,0.2079613963,0,2019-08-12,0,0,0,0,0.5083501,0,2019-08-12,2019-09-09,0,0,0,0,0,10438971070,2019-07-26,18:02:10
2020-08-17,2887,108年,0.2313481733,0,2020-08-11,0,0,0,0,0.56551766,0,2020-08-11,2020-09-09,0,0,0,0,0,10661929870,2020-07-24,15:03:48
2021-09-13,2887,109年,0.4542636893,0,2021-09-07,0,0,0,0,0.55521108,0,2021-09-07,2021-10-05,0,0,0,0,0,10913617170,2021-08-20,09:49:42
2022-07-04,2887,不適用,0,0,2022-06-28,0,0,0,0,0,0,,,0,300000000,1.97,17.65,0,11409383170,2022-06-21,17:14:55
2022-08-30,2887,110年,0.495,0,2022-08-24,0,0,0,0,0.605,0,2022-08-24,2022-09-20,0,0,0,0,0,11409383170,2022-08-10,10:50:23
2023-08-01,2887,111年,0.4200000002,0,2023-07-26,0,0,0,0,0.51,0,2023-07-26,2023-08-25,0,0,0,0,0,11974147637,2023-07-10,17:27:13
2010-07-23,1301,99年,0,0,,0,0,0,0,4,0,2010-07-15,,79391204,0,0,0,0,0,2010-06-29,16:59:56
2011-07-17,1301,100年,0,0,,0,0,0,0,6.8,0,2011-07-11,,111899478,0,0,0,0,0,2011-06-24,11:53:32
2012-07-15,1301,101年,0,0,,0,0,0,0,4,0,2012-07-09,,72842751,0,0,0,0,0,2012-06-20,16:54:20
2013-07-23,1301,101年,0.4,0,2013-07-17,0,0,0,0,1.2,0,2013-07-17,,13153022,0,0,0,0,0,2013-07-02,14:19:51
2014-07-11,1301,102年,0,0,,0,0,0,0,1.9,0,2014-07-03,,30000216,0,0,0,0,0,2014-06-19,11:09:30
2015-07-21,1301,103年,0,0,,0,0,0,0,1.7,0,2015-07-15,2015-08-12,26686326,0,0,0,0,0,2015-07-01,11:00:55
2016-07-19,1301,104年,0,0,,0,0,0,0,3.6,0,2016-07-13,2016-08-10,0,0,0,0,0,0,2016-06-23,11:05:39
2017-07-18,1301,105年,0,0,,0,0,0,0,4.6,0,2017-07-12,2017-08-09,0,0,0,0,0,0,2017-06-21,16:56:49
2018-07-17,1301,106年,0,0,,0,0,0,0,5.7,0,2018-07-11,2018-08-08,0,0,0,0,0,0,2018-06-27,10:02:43
2019-07-08,1301,107年,0,0,,0,0,0,0,5.8,0,2019-07-02,2019-08-02,0,0,0,0,0,6365740781,2019-06-18,09:19:42
2020-07-08,1301,108年,0,0,,0,0,0,0,4.4,0,2020-07-02,2020-07-31,0,0,0,0,0,6365740781,2020-06-15,16:16:05
2021-08-07,1301,109年,0,0,,0,0,0,0,2.4,0,2021-07-30,2021-08-27,0,0,0,0,0,6365740781,2021-07-14,14:39:03
2022-07-11,1301,110年,0,0,,0,0,0,0,8.2,0,2022-07-05,2022-08-05,0,0,0,0,0,6365740781,2022-06-20,08:55:44
2023-07-03,1301,111年,0,0,,0,0,0,0,4.2,0,2023-06-27,2023-07-26,0,0,0,0,0,6365740781,2023-06-07,15:33:46
2012-06-04,5871,100年,0,0,,0,0,0,0,2.3,0,2012-05-29,,244771,0,0,0,1958151,0,2012-05-14,16:56:45
2013-07-02,5871,101年,0,0,,0,0,0,0,2,0,2013-06-26,,414105,0,0,0,3312840,0,2013-06-03,09:47:34
2013-09-02,5871,101年,1,0,2013-08-27,0,0,0,0,0,0,,,0,0,0,0,3312840,0,2013-08-12,17:42:36
2014-08-03,5871,102年,1,0,2014-07-28,0,0,0,0,2,0,2014-07-28,,882456,0,0,0,4706432,0,2014-06-17,15:20:47
2015-08-03,5871,103年,0.4,0,2015-07-28,0,0,0,0,2.8,0,2015-07-28,2015-08-27,1023811,0,0,0,5460327,0,2015-06-30,16:39:12
2016-08-08,5871,104年,0,0,,0,0,0,0,3.1,0,2016-08-02,2016-08-31,0,0,0,0,0,0,2016-06-16,17:39:44
2017-08-04,5871,105年,0,0,,0,0,0,0,3.4,0,2017-07-27,2017-08-31,0,0,0,0,0,0,2017-07-11,09:49:27
2018-08-06,5871,106年,0.2,0,2018-07-31,0,0,0,0,3.8,0,2018-07-31,2018-08-31,0,0,0,0,0,0,2018-06-15,16:43:28
2019-08-06,5871,107年,0.3,0,2019-07-31,0,0,0,0,4.2,0,2019-07-31,2019-08-30,0,0,0,0,0,1289514593,2019-07-01,14:58:41
2020-06-29,5871,108年,0.4,0,2020-06-23,0,0,0,0,4.6,0,2020-06-23,2020-07-17,0,0,0,0,0,1328200030,2020-06-09,09:50:19
2020-08-19,5871,不適用,0,0,2020-08-13,0,0,0,0,0,0,,,0,150000000,8.69,100,0,1381328031,2020-08-06,14:45:45
2021-08-11,5871,109年,0.5,0,2021-08-05,0,0,0,0,5,0,2021-08-05,2021-09-03,0,0,0,0,0,1381328031,2021-07-20,19:58:45
2022-06-28,5871,110年,0.5,0,2022-06-22,0,0,0,0,6,0,2022-06-22,2022-07-26,0,0,0,0,0,1450394432,2022-05-25,10:54:00
2023-08-07,5871,111年,0.2,0,2023-08-01,0,0,0,0,6.4,0,2023-08-01,2023-08-31,0,0,0,0,0,1582914153,2023-07-12,15:05:38
2010-07-20,1101,98年,0,0,,0,0,0,0,1.8,0,2010-07-14,,60847156,0,0,0,185157641,0,2010-06-28,17:00:14
2010-12-04,1101,99年,0,0,2010-11-26,0,0,0,0,0,0,,,0,400000000,9.72,27,185157641,0,2010-11-19,17:09:45
2011-08-01,1101,99年,0,0,,0,0,0,0,2,0,2011-07-26,,45349180,0,0,0,229784564,0,2011-07-11,10:44:16
2012-08-01,1101,100年,0,0,,0,0,0,0,1.9,0,2012-07-26,,44914198,0,0,0,71313620,0,2012-07-11,17:37:23
2013-07-31,1101,101年,0,0,,0,0,0,0,1.9,0,2013-07-25,,44670317,0,0,0,71311156,0,2013-07-11,11:20:05
2014-07-23,1101,102年,0,0,,0,0,0,0,2.3,0,2014-07-17,,0,0,0,0,86385293,0,2014-06-30,10:40:36
2015-07-29,1101,103年,0,0,,0,0,0,0,2.49,0,2015-07-23,2015-08-21,58612166,0,0,0,93455858,0,2015-06-24,17:05:37
2016-07-31,1101,104年,0,0,,0,0,0,0,1.33,0,2016-07-25,2016-08-26,0,0,0,0,0,0,2016-07-04,16:27:46
2017-07-31,1101,105年,0,0,,0,0,0,0,1.45,0,2017-07-25,2017-08-25,0,0,0,0,0,0,2017-07-10,14:41:07
2018-08-01,1101,106年,1,0,2018-07-26,0,0,0,0,1.5,0,2018-07-26,2018-08-24,0,0,0,0,0,0,2018-07-11,17:28:09
2018-11-26,1101,107年,0,0,2018-11-20,0,0,0,0,0,0,,,0,200000000,3.13,50,0,0,2018-11-13,17:33:30
2019-08-19,1101,107年,0.70108841,0,2019-08-13,0,0,0,0,3.30513111,0,2019-08-13,2019-09-12,0,0,0,0,0,5100059911,2019-07-29,16:00:28
2020-08-18,1101,108年,0.50016326,0,2020-08-12,0,0,0,0,2.50081632,0,2020-08-12,2020-09-16,0,0,0,0,0,5455837699,2020-07-28,17:27:37
2021-08-18,1101,109年,0,0,,0,0,0,0,3.36811984,0,2021-08-12,2021-09-10,0,0,0,0,0,6114519410,2021-07-28,16:21:20
2022-07-27,1101,110年,0.99928258,0,2022-07-21,0,0,0,0,0.99928258,0,2022-07-21,2022-08-22,0,0,0,0,0,6120564402,2022-07-07,12:05:06
2023-07-17,1101,111年,0,0,,0,0,0,0,0.49971973,0,2023-07-11,2023-08-09,0,0,0,0,0,7136181742,2023-06-21,16:58:45
2010-08-20,2301,98年,0.04999548,0,2010-08-12,11072545,110725450,49.81,0,2.24979687,0,2010-08-12,,603034139,0,0,0,61674409,0,2010-07-29,18:01:44
2011-08-14,2301,99年,0.05,0,2011-08-08,13914924,139149240,55.25,0.01,2.87,0,2011-08-08,,769868858,0,0,0,79031038,0,2011-07-21,18:04:30
2012-08-13,2301,100年,0.05,0,2012-08-07,4421528,44215280,27.95,0,2.27,0,2012-08-07,,819419886,0,0,0,61420359,0,2012-07-23,09:15:14
2013-08-13,2301,101年,0.04980033,0,2013-08-07,3668941,36689410,24.2,0,2.34061583,0,2013-08-07,,897799227,0,0,0,61420359,0,2013-07-24,08:54:28
2014-08-06,2301,102年,0.050036,0,2014-07-31,4084842,40848420,25.98,0,2.71195158,0,2014-07-31,2014-09-12,997212183,0,0,0,70038782,0,2014-07-17,09:09:12
2015-08-16,2301,103年,0.05,0,2015-08-10,4333292,43332920,27.01,0,1.97,0,2015-08-10,2015-09-14,768032808,0,0,0,54924103,0,2015-07-23,15:00:46
2016-08-30,2301,104年,0.04990885,0,2016-08-24,0,0,0,0,2.1860079,0,2016-08-24,2016-09-27,0,0,0,0,0,0,2016-07-28,18:11:27
2017-08-16,2301,105年,0,0,,0,0,0,0,2.92,0,2017-08-10,2017-09-12,0,0,0,0,0,0,2017-07-26,15:44:54
2018-08-18,2301,106年,0,0,,0,0,0,0,0.41,2.51,2018-08-10,2018-09-12,0,0,0,0,0,0,2018-07-26,11:01:42
